State,City,Latitude,Longitude,HotelName,StarRating,Description,HotelFacilities,Attractions,Address,ZipCode,PhoneNumber,HotelWebsiteUrl
New York,,42.629790995,-73.7759399414,Regency Inn & Suites Albany,2.0,,NO Connecting rooms Hotel American Express Diners Club MasterCard Visa Bathroom Shower Bathtub Hairdryer Direct dial telephone TV Fridge Microwave Carpeted floors Individually adjustable air conditioning   Individually adjustable heating NO Small pets allowed (under 5 kg) NO Large pets allowed (over 5 kg) NO Wheelchair-accessible NO Car park NO Garage 24-hour reception Air conditioning in public areas   Hotel safe Gym,,416 Southern Blvd AlbanyNew York 12209 ,12209,,
New York,,42.816546,-73.945379,The English Garden B&B,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Car park NO Wheelchair-accessible NO Connecting rooms NO Garage NO Large pets allowed (over 5 kg) NO Smoking rooms NO Small pets allowed (under 5 kg) NO Disability-friendly bathroom,,205 Union Street SchenectadyNew York 12305 ,12305,5186306760,http://www.englishgardenbandb.com
New York,,42.70666,-73.789887,Northway Inn,3.0,,,,1517 Central Avenue AlbanyNew York 12205 ,12205,,
New York,,44.6361371,-123.0835074,Best Western Rensselaer Inn,3.0,"""This hotel has an excellent and convenient location in Troy", New York. It is situated near the renowned Rensselaer Polytechnic Institute, the famous Troy Breweries and the riverfront of the Mohawk River. For a taste of national history, hotel guests can travel to the New York State Capital or visit Uncle Sam's birthplace and grave right in Troy. Sports enthusiasts may choose to enjoy a game of hockey at the Houston Field or attend an event at the nearby Lake George, Saratoga Racetrack.,,
New York,,42.0968769,-75.9184365,Travel Hotel & Suites,2.0,Televisions come with cable channels. Guestrooms also feature air conditioning.,Television,1 kms to city centre 13 kms to the nearest airport (greater binghamton airport) -1 km to the nearest fair site (?),65 Front Street BinghamtonNew York 13905 ,13905,,
New York,,42.32692,-75.76314,The 1810 Juliand House Bed & Breakfast,5.0,"""Dating to 1810", and alleged to have served as a stop on the Underground Railroad, this Greene, New York B&B features white pine floors and original lighting.  WiFi access is provided free of charge.,,,
New York,,43.555787,-73.645543,The Sagamore,4.0,HotelDescription#This comfortable Hotel is in Lake George Area. There are a total of 350 guests rooms on the premises. No pets are allowed on the premises.,NO Connecting rooms NO Disability-friendly bathroom NO Wheelchair-accessible NO Small pets allowed (under 5 kg) NO Large pets allowed (over 5 kg) NO Garage NO Smoking rooms NO Car park,,110 Sagamore Road P.O. Box 450Bolton LandingNew York 12814 ,12814,5186449400,http://www.thesagamore.com/
New York,,40.611934636367,-74.028266072273,Holiday Inn Express Ft Hamilton,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Wheelchair-accessible NO Small pets allowed (under 5 kg) NO Disability-friendly bathroom NO Smoking rooms NO Garage NO Large pets allowed (over 5 kg) NO Car park NO Connecting rooms,,107 Schum Avenue Building 107BrooklynNew York 11252 ,11252,7184392340,http://www.ihgarmyhotels.com/pal/en/us/hotel/MFHAM
New York,,40.681507,-73.954433,Spencer Place Bed and Breakfast,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Wheelchair-accessible NO Connecting rooms NO Large pets allowed (over 5 kg) NO Garage NO Car park NO Disability-friendly bathroom NO Small pets allowed (under 5 kg) NO Smoking rooms,,15 Spencer Place BrooklynNew York 11216 ,11216,7183609227,http://www.spencerplacebedandbreakfast.com/
New York,,40.72573,-73.95148,Greenpoint Lodge,5.0,,,,95 Norman Avenue BrooklynNew York 11222 ,11222,,
New York,,42.289279,-73.882398,Green Lake Resort,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Large pets allowed (over 5 kg) NO Car park NO Small pets allowed (under 5 kg) NO Connecting rooms NO Smoking rooms NO Wheelchair-accessible NO Disability-friendly bathroom NO Garage,,605 Green Lake Road Catskill 12414New York ,12414,5189432880,http://greenlakeresortny.com/index.htm
New York,,40.807007898129,-73.269734190144,Rodeway Inn Commack,3.0,,,,450 Moreland Road CommackNew York 11725 ,11725,,
New York,,42.698476,-74.926083,1805 Phinney House,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Wheelchair-accessible NO Car park NO Connecting rooms NO Large pets allowed (over 5 kg) NO Disability-friendly bathroom NO Garage NO Smoking rooms NO Small pets allowed (under 5 kg),,14 Elm Street CooperstownNew York 13326 ,13326,6075472483,http://www.1805phinneyhouse.com
New York,,41.33673,-73.98193,The Garrison House Historic Inn and Gift Shoppe,3.0,,NO Smoking rooms NO Garage NO Disability-friendly bathroom NO Car park NO Wheelchair-accessible NO Large pets allowed (over 5 kg) NO Small pets allowed (under 5 kg) NO Connecting rooms,,Route 9W 915 915 10922 Fort Montgomery Fort MontgomeryNew York 10922 ,10922,8003654663,http://www.thegarrisonhouse.com/
New York,,42.32692,-75.76314,The 1810 Juliand House Bed & Breakfast,5.0,"""Dating to 1810", and alleged to have served as a stop on the Underground Railroad, this Greene, New York B&B features white pine floors and original lighting.  WiFi access is provided free of charge.,,,
New York,,42.22259,-74.24907,Hunter near Ski Slopes Catskills Amazing Views,5.0,"""Set in Hunter in the New York State region", Hunter Mt, Catskills, Amazing Views! is a holiday home boasting a patio and mountain views. The holiday home is 8.04672 km from New York Zipline Adventures LLC. Free WiFi is offered.,,,
New York,,40.70891,-73.79749,Hillcrest Hotel Near JFK Air Train,2.0,"""Ideally situated minutes away from JFK International Airport", LaGuardia Airport and the citys public transportation system, this Queens, New York hotel offers a free hot continental breakfast.,,,
New York,,42.289279,-73.882398,Green Lake Resort,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Large pets allowed (over 5 kg) NO Car park NO Small pets allowed (under 5 kg) NO Connecting rooms NO Smoking rooms NO Wheelchair-accessible NO Disability-friendly bathroom NO Garage,,605 Green Lake Road Catskill 12414New York ,12414,5189432880,http://greenlakeresortny.com/index.htm
New York,,42.192660135676,-74.134014844894,Greene Mountain View Inn,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Disability-friendly bathroom NO Garage NO Small pets allowed (under 5 kg) NO Connecting rooms NO Large pets allowed (over 5 kg) NO Wheelchair-accessible NO Smoking rooms NO Car park,,32 S Main Street TannersvilleNew York 12485 ,12485,5185899886,http://greenemountainviewinn.net/
New York,,41.946620039119,-74.0324449539185,Superlodge,3.0,HotelDescription#This charming $hotel. getTypeHotel() can be found in Kingston Area. Superlodge is not a pet-friendly establishment.,,,129 State Route 28 KingstonNew York 12401 ,12401,8453384200,http://www.superlodgekingston.com
New York,,41.91983,-73.98812,Church Des Artistes,3.0,,,,79 Wurts Street KingstonNew York 12401 ,12401,8453382111,https://www.booking.com/hotel/us/church-des-artistes.html
New York,,41.94818,-74.00661,The Carriage House Loft,,"""Boasting mountain views", stone patios and landscaped gardens, The Carriage House Kingston is located in Kingston, New York. Free WiFi access is available.,,,
New York,,42.22259,-74.24907,Hunter near Ski Slopes Catskills Amazing Views,5.0,"""Set in Hunter in the New York State region", Hunter Mt, Catskills, Amazing Views! is a holiday home boasting a patio and mountain views. The holiday home is 8.04672 km from New York Zipline Adventures LLC. Free WiFi is offered.,,,
New York,,41.03287,-71.94299,Royal Atlantic Beach Resort,3.0,"""Situated on 1",200 feet of private Long Island beach, this hotel is located in Montauk, New York. It features 2 heated outdoor pools, a beach bar, and free Wi-Fi.,
New York,,40.704796,-74.007799,Oakwood At Dwell 95,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Wheelchair-accessible NO Small pets allowed (under 5 kg) NO Garage NO Large pets allowed (over 5 kg) NO Disability-friendly bathroom NO Connecting rooms NO Car park NO Smoking rooms,,95 Wall Street New York 10005New York ,10005,,http://www.95wallstreet.com
New York,,40.757615452257,-73.979334533215,Oakwood At The Centria,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Disability-friendly bathroom NO Wheelchair-accessible NO Connecting rooms NO Garage NO Large pets allowed (over 5 kg) NO Car park NO Smoking rooms NO Small pets allowed (under 5 kg),,18 West 48th Street New York 10036 ,10036,,
New York,,40.760802120696,-73.986091017723,Churchill at 235 West 48,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Smoking rooms NO Car park NO Large pets allowed (over 5 kg) NO Garage NO Disability-friendly bathroom NO Small pets allowed (under 5 kg) NO Connecting rooms NO Wheelchair-accessible,,235 West 48th Street New York CityNY 10036 ,10036,,https://www.citybaseapartments.com/usa/new-york/ch
New York,,40.730107,-73.994177,Village Apartments,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Disability-friendly bathroom NO Small pets allowed (under 5 kg) NO Connecting rooms NO Wheelchair-accessible NO Smoking rooms NO Large pets allowed (over 5 kg) NO Car park NO Garage,,11 Waverly Place 10003 New York ,10003,2126168497,
