State,City,Latitude,Longitude,HotelName,StarRating,Description,HotelFacilities,Attractions,Address,ZipCode,PhoneNumber,HotelWebsiteUrl
Nebraska,Alliance,42.09651,-102.88778,1st Interstate Inn,2.0,"""5 minutes drive from Alliance Knight Museum", this Nebraska hotel offers rooms with free Wi-Fi and flat-screen TVs.,,,,,
Nebraska,Alliance,42.09726,-102.85447,Sunset Motel,2.0,"""Sunset Motel is set in Alliance and has a shared lounge and a bar. All rooms feature a flat-screen TV with cable channels and a private bathroom. Free WiFi is available.",,,,,,
Nebraska,Atkinson,42.53025,-98.97071,Sandhills Guest House Motel,2.0,"""Located in Atkinson", off of Highway 20, this motel vaunts spacious rooms and a shared lounge for all guests. Atkinson Country Club Golf Course is a 4 minutes drive away .  Free Wi-Fi is provided.,,,,
Nebraska,Beatrice,40.30517,-96.74746,My Place Hotel-Beatrice NE,5.0,"""Situated in Beatrice", My Place Hotel-Beatrice, NE has a shared lounge. Guests can have a drink at the snack bar.,,,,
Nebraska,Bellevue,41.15743,-95.92526,Sunrise Motel,3.0,"""Located just off Highway 75", this hotel is 8.6 miles from the Omaha Childrens Museum. It serves a continental breakfast every morning and features free Wi-Fi access.,,,,,
Nebraska,Bellevue,41.13844,-95.9536,WoodSpring Suites Omaha Bellevue,2.0,"""Featuring 2-star accommodation", WoodSpring Suites Omaha Bellevue, an Extended Stay Hotel is situated in Bellevue, 19 km from TD Ameritrade Park Omaha and 14 km from Fun-Plex Waterpark & Rides. This 2-star hotel offers free WiFi. The Durham Museum is 17 km away and Bemis Center for Contemporary Arts is 17 km from the hotel.,,,
Nebraska,Blair,41.5304,-96.1433,Econo Lodge Blair,1.0,,,,Blair Nebraska ,,,
Nebraska,Chadron,42.8292,-103.01324,Motel Grand,5.0,"""Motel Grand features air-conditioned accommodation in Chadron. There is a barbecue and guests can make use of free WiFi and free private parking.",,,,,,
Nebraska,Columbus,41.4385,-97.37455,Americas Best Value Inn,3.0,"""Pawnee Plunge Water Park is just a 5-minute drive from this hotel. Econo Inn Columbus", Nebraska serves a continental breakfast and offers spacious guest rooms with free Wi-Fi.,,,,,
Nebraska,Columbus,41.4199,-97.36786,Columbus Inn,2.0,"""Located along Highway 30/81", this hotel is next door to Pawnee Plunge Water Park.  It features a daily breakfast and offers pet-friendly guest rooms with free Wi-Fi.,,,,,
Nebraska,Columbus,41.43822,-97.37658,Victorian Inn North,2.0,"""Located 2 miles from Columbus Races Thoroughbred Track", this hotel serves a continental breakfast and offers free coffee and cookies 24 hours a day. Every room features cable TV with HBO.,,,,,
Nebraska,Crete,40.62255,-96.97883,Crete Inn,1.0,"""This motel is about 5 minutes drive from Doane College and the Crete Skydiving Center.  It offers a daily continental breakfast", an airport transfer service and a picnic area with barbecue facilities.  Rooms include free Wi-Fi.,,,,,
Nebraska,Fremont,41.45156876,-96.48171678,Clarion Inn Fremont,3.0,HotelDescription#Further information about this hotel will be available shortly,NO Wheelchair-accessible NO Garage NO Large pets allowed (over 5 kg) NO Car park NO Small pets allowed (under 5 kg) NO Connecting rooms,,1220 East 23rd Street Fremont ,,,
Nebraska,Fremont,41.46958,-96.49657,Rodeway Inn,2.0,"""The Rodeway Inn Fremont is located south of U.S. Highway 30", about 40 miles west of Omaha. The hotel is situated near many local attractions and points of interest, including Metropolitan Community College, Fremont Dinner Train, Nebraska Motorplex, Fremont State Lakes and Midland Lutheran College.,
Nebraska,Geneva,40.52218,-97.59637,Geneva Inn,2.0,"""Featuring a daily continental breakfast", this Geneva, Nebraska motel is 3 miles from Hidden Hills Country Club.  Each guest room is equipped with a flat-screen cable TV with HBO and free Wi-Fi.,,,,
Nebraska,,40.56839,-98.3804,Grand Motel,2.0,,,,201 East J Street 68901 HastingsNebraska ,68901,4024631369,https://www.booking.com/hotel/us/grand-motel.html
Nebraska,Hastings,40.56839,-98.3804,Grand Motel,2.0,,,,201 East J Street 68901 HastingsNebraska ,68901,4024631369,https://www.booking.com/hotel/us/grand-motel.html
Nebraska,Hastings,40.6174,-98.38128,My Place Hotel Hastings,2.0,"""My Place Hotel-Hastings", NE is a 2-star property situated in Hastings. With free WiFi, this 2-star hotel offers a shared lounge. Guests can have a drink at the snack bar.,,,,
Nebraska,Kearney,40.68846,-99.08416,Mid Town Western Inn,2.0,"""Featuring a seasonal outdoor pool and a restaurant", this Kearney, Nebraska motel is 2 minutes drive from the Museum of Nebraska Art. Free Wi-Fi access is available.,,,,
