city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone
Cibola,Cibola,AZ,Arizona,La Paz,33.3733,-114.6792,213,4.2,America/Phoenix
Rhame,Rhame,ND,North Dakota,Bowman,46.2347,-103.655,213,55.0,America/Denver
Plainville,Plainville,IL,Illinois,Adams,39.7848,-91.1815,212,186.1,America/Chicago
Crouch,Crouch,ID,Idaho,Boise,44.1161,-115.974,212,165.3,America/Boise
Funk,Funk,NE,Nebraska,Phelps,40.4631,-99.2507,212,171.8,America/Chicago
Allen,Allen,MI,Michigan,Hillsdale,41.9581,-84.768,212,154.3,America/Detroit
Seboyeta,Seboyeta,NM,New Mexico,Cibola,35.2001,-107.3861,212,30.6,America/Denver
Patch Grove,Patch Grove,WI,Wisconsin,Grant,42.9403,-90.9723,212,178.7,America/Chicago
Braggs,Braggs,OK,Oklahoma,Muskogee,35.6634,-95.1984,212,257.7,America/Chicago
Glen Hope,Glen Hope,PA,Pennsylvania,Clearfield,40.8009,-78.4985,212,38.4,America/New_York
South English,South English,IA,Iowa,Keokuk,41.4522,-92.0903,212,189.7,America/Chicago
Coxton,Coxton,KY,Kentucky,Harlan,36.8581,-83.2681,212,185.4,America/New_York
Wynot,Wynot,NE,Nebraska,Cedar,42.7399,-97.1697,212,137.7,America/Chicago
Cedar Crest,Cedar Crest,OK,Oklahoma,Mayes,36.1232,-95.1732,212,11.2,America/Chicago
Daggett,Daggett,MI,Michigan,Menominee,45.462,-87.6047,212,73.0,America/Menominee
Northrop,Northrop,MN,Minnesota,Martin,43.736,-94.4366,212,309.0,America/Chicago
Ivesdale,Ivesdale,IL,Illinois,Champaign,39.9458,-88.4558,212,114.3,America/Chicago
Soper,Soper,OK,Oklahoma,Choctaw,34.0321,-95.6965,212,178.1,America/Chicago
Riverview Colony,Riverview Colony,MT,Montana,Liberty,48.1823,-111.0327,212,90.4,America/Denver
Magnolia,Magnolia,IL,Illinois,Putnam,41.1141,-89.1958,212,320.4,America/Chicago
Overland,Overland,NE,Nebraska,Hamilton,41.0809,-97.9783,212,91.9,America/Chicago
Union Dale,Union Dale,PA,Pennsylvania,Susquehanna,41.7154,-75.4818,212,34.0,America/New_York
Sparta,Sparta,KY,Kentucky,Gallatin,38.6969,-84.9074,212,13.1,America/New_York
Dudley,Dudley,PA,Pennsylvania,Huntingdon,40.2053,-78.1783,212,186.2,America/New_York
Scott,Scott,OH,Ohio,Van Wert,40.989,-84.5837,212,101.0,America/New_York
Rogersville,Rogersville,PA,Pennsylvania,Greene,39.8807,-80.2695,212,211.5,America/New_York
Pindall,Pindall,AR,Arkansas,Searcy,36.0637,-92.8622,212,28.5,America/Chicago
Summit,Summit,OR,Oregon,Benton,44.6363,-123.5769,212,86.4,America/Los_Angeles
Trinway,Trinway,OH,Ohio,Muskingum,40.1377,-82.0119,212,356.0,America/New_York
Crescent Bar,Crescent Bar,WA,Washington,Grant,47.211,-119.9959,212,81.3,America/Los_Angeles
East Rocky Hill,East Rocky Hill,NJ,New Jersey,Somerset,40.4079,-74.6128,212,19.6,America/New_York
Star City,Star City,IN,Indiana,Pulaski,40.9746,-86.5613,211,117.9,America/Indiana/Winamac
Bassfield,Bassfield,MS,Mississippi,Jefferson Davis,31.4959,-89.7449,211,81.5,America/Chicago
Oswego,Oswego,SC,South Carolina,Sumter,34.0056,-80.2862,211,67.6,America/New_York
Belgrade,Belgrade,NE,Nebraska,Nance,41.4709,-98.0678,211,147.9,America/Chicago
Boardman,Boardman,NC,North Carolina,Columbus,34.4365,-78.9468,211,26.4,America/New_York
Collins,Collins,WI,Wisconsin,Manitowoc,44.0856,-87.9809,211,47.8,America/Chicago
Marlboro,Marlboro,OH,Ohio,Stark,40.9505,-81.2165,211,189.6,America/New_York
Bishop Hills,Bishop Hills,TX,Texas,Potter,35.2614,-101.9519,211,166.0,America/Chicago
Elgin,Elgin,PA,Pennsylvania,Erie,41.907,-79.7465,211,55.3,America/New_York
Searles,Searles,MN,Minnesota,Brown,44.2307,-94.4362,211,186.1,America/Chicago
Mirando City,Mirando City,TX,Texas,Webb,27.4401,-99.0006,211,245.7,America/Chicago
Shungnak,Shungnak,AK,Alaska,Northwest Arctic,66.8805,-157.1499,211,10.1,America/Anchorage
Tipton,Tipton,KS,Kansas,Mitchell,39.3395,-98.4709,211,222.3,America/Chicago
Sunizona,Sunizona,AZ,Arizona,Cochise,31.8855,-109.6332,211,8.9,America/Phoenix
Westgate,Westgate,IA,Iowa,Fayette,42.7683,-91.9957,211,238.0,America/Chicago
Sorrento,Sorrento,FL,Florida,Lake,28.8087,-81.5632,211,64.8,America/New_York
Rio Chiquito,Rio Chiquito,NM,New Mexico,Santa Fe,35.9949,-105.9069,211,75.8,America/Denver
Deer Creek,Deer Creek,IN,Indiana,Carroll,40.615,-86.3904,211,107.6,America/Indiana/Indianapolis
Kappa,Kappa,IL,Illinois,Woodford,40.6755,-89.006,211,98.8,America/Chicago
Cheraw,Cheraw,CO,Colorado,Otero,38.1076,-103.511,211,341.1,America/Denver
Mitchell,Mitchell,OR,Oregon,Wheeler,44.5703,-120.1537,211,63.8,America/Los_Angeles
Conception Junction,Conception Junction,MO,Missouri,Nodaway,40.2684,-94.6914,211,178.3,America/Chicago
Yale,Yale,SD,South Dakota,Beadle,44.4337,-97.9885,211,97.2,America/Chicago
Swan Lake,Swan Lake,NY,New York,Sullivan,41.7573,-74.7829,211,47.6,America/New_York
Campbell's Island,Campbell's Island,IL,Illinois,Rock Island,41.5407,-90.43,211,179.6,America/Chicago
Koshkonong,Koshkonong,MO,Missouri,Oregon,36.5976,-91.646,210,310.9,America/Chicago
Nerstrand,Nerstrand,MN,Minnesota,Rice,44.3429,-93.0638,210,57.4,America/Chicago
Harpers Ferry,Harpers Ferry,IA,Iowa,Allamakee,43.2006,-91.1522,210,127.5,America/Chicago
Straughn,Straughn,IN,Indiana,Henry,39.8082,-85.2909,210,80.9,America/Indiana/Indianapolis
Brant Lake South,Brant Lake South,SD,South Dakota,Lake,43.9139,-96.938,210,154.4,America/Chicago
St. Mary,St. Mary,KY,Kentucky,Marion,37.5806,-85.3463,210,104.2,America/New_York
Ocoee,Ocoee,TN,Tennessee,Polk,35.1235,-84.7167,210,86.9,America/New_York
White Branch,White Branch,MO,Missouri,Benton,38.2299,-93.3532,210,163.1,America/Chicago
Lake Tekakwitha,Lake Tekakwitha,MO,Missouri,Jefferson,38.4415,-90.7154,210,181.5,America/Chicago
Kit Carson,Kit Carson,CO,Colorado,Cheyenne,38.7628,-102.7954,210,137.3,America/Denver
Mossville,Mossville,IL,Illinois,Peoria,40.8164,-89.5707,210,64.9,America/Chicago
Cisco,Cisco,IL,Illinois,Piatt,40.0117,-88.7254,210,211.8,America/Chicago
Rio,Rio,IL,Illinois,Knox,41.1093,-90.3988,210,119.7,America/Chicago
Delmita,Delmita,TX,Texas,Starr,26.6852,-98.4231,210,26.0,America/Chicago
Center,Center,NE,Nebraska,Knox,42.609,-97.8761,210,79.9,America/Chicago
Woodville,Woodville,GA,Georgia,Greene,33.6713,-83.1068,210,16.3,America/New_York
La Presa,La Presa,TX,Texas,Webb,27.3995,-99.4374,210,162.7,America/Chicago
Paton,Paton,IA,Iowa,Greene,42.1644,-94.255,210,144.3,America/Chicago
Deer Park,Deer Park,WI,Wisconsin,St. Croix,45.1887,-92.3879,210,89.5,America/Chicago
Ore Hill,Ore Hill,PA,Pennsylvania,Blair,40.2924,-78.4032,210,121.5,America/New_York
New Schaefferstown,New Schaefferstown,PA,Pennsylvania,Berks,40.4536,-76.1692,210,78.2,America/New_York
Zapata Ranch,Zapata Ranch,TX,Texas,Willacy,26.357,-97.8243,210,57.6,America/Chicago
East Shore,East Shore,CA,California,Plumas,40.2453,-121.0768,210,68.5,America/Los_Angeles
Highwood,Highwood,MT,Montana,Chouteau,47.5992,-110.7698,209,15.6,America/Denver
Tarlton,Tarlton,OH,Ohio,Pickaway,39.5543,-82.7781,209,360.8,America/New_York
Rowan,Rowan,IA,Iowa,Wright,42.7399,-93.5503,209,154.8,America/Chicago
Twining,Twining,MI,Michigan,Arenac,44.1131,-83.8075,209,83.1,America/Detroit
Glacier View,Glacier View,AK,Alaska,Matanuska-Susitna,61.8511,-147.7764,209,0.0,America/Anchorage
Honey Hill,Honey Hill,OK,Oklahoma,Adair,35.7694,-94.5716,209,27.6,America/Chicago
Long Creek,Long Creek,NC,North Carolina,Pender,34.4382,-78.0161,209,40.1,America/New_York
Sawyerville,Sawyerville,IL,Illinois,Macoupin,39.0785,-89.802,209,81.7,America/Chicago
New Canton,New Canton,IL,Illinois,Pike,39.6371,-91.0983,209,91.6,America/Chicago
Monetta,Monetta,SC,South Carolina,Saluda,33.8501,-81.61,209,117.0,America/New_York
Smithland,Smithland,KY,Kentucky,Livingston,37.1387,-88.4038,209,159.4,America/Chicago
Preston,Preston,NV,Nevada,White Pine,38.915,-115.0637,209,62.4,America/Los_Angeles
Hurdland,Hurdland,MO,Missouri,Knox,40.149,-92.3035,209,131.9,America/Chicago
Rosedale,Rosedale,NM,New Mexico,Grant,32.7694,-108.2417,209,45.7,America/Denver
Bayou Corne,Bayou Corne,LA,Louisiana,Assumption,30.0158,-91.1528,209,95.6,America/Chicago
Abney Crossroads,Abney Crossroads,SC,South Carolina,Kershaw,34.5063,-80.5107,209,177.3,America/New_York
West Glacier,West Glacier,MT,Montana,Flathead,48.4916,-113.9961,209,19.5,America/Denver
Williams,Williams,IN,Indiana,Lawrence,38.8151,-86.6444,209,44.3,America/Indiana/Indianapolis
Orient,Orient,OH,Ohio,Pickaway,39.8056,-83.1528,209,707.1,America/New_York
Saint Mary,Saint Mary,MT,Montana,Glacier,48.7428,-113.4275,209,107.2,America/Denver
Crabtree,Crabtree,PA,Pennsylvania,Westmoreland,40.3637,-79.4695,209,410.3,America/New_York
Casanova,Casanova,PA,Pennsylvania,Centre,40.9556,-78.1584,209,122.7,America/New_York
Blain City,Blain City,PA,Pennsylvania,Clearfield,40.7565,-78.5331,209,180.2,America/New_York
Briceville,Briceville,TN,Tennessee,Anderson,36.1777,-84.1837,209,167.2,America/New_York
Alligator,Alligator,MS,Mississippi,Bolivar,34.0899,-90.7206,209,81.9,America/Chicago
June Lake,June Lake,CA,California,Mono,37.7778,-119.0953,209,7.8,America/Los_Angeles
Wolcott,Wolcott,VT,Vermont,Lamoille,44.5476,-72.4617,209,90.6,America/New_York
Randall,Randall,KS,Kansas,Jewell,39.6417,-98.0456,208,58.4,America/Chicago
Abington,Abington,IN,Indiana,Wayne,39.7331,-84.963,208,40.3,America/Indiana/Indianapolis
Summit,Summit,UT,Utah,Iron,37.8013,-112.935,208,118.3,America/Denver
Tetlin,Tetlin,AK,Alaska,Southeast Fairbanks,63.1481,-142.4947,208,1.2,America/Anchorage
Verdon,Verdon,NE,Nebraska,Richardson,40.149,-95.7111,208,125.2,America/Chicago
Onycha,Onycha,AL,Alabama,Covington,31.2246,-86.2785,208,101.4,America/Chicago
Salem,Salem,SC,South Carolina,Oconee,34.8879,-82.9752,208,87.7,America/New_York
South Haven,South Haven,MN,Minnesota,Wright,45.2927,-94.2174,208,126.4,America/Chicago
Aguila,Aguila,AZ,Arizona,Maricopa,33.9376,-113.1665,208,49.2,America/Phoenix
Pittsburg,Pittsburg,IN,Indiana,Carroll,40.5928,-86.7017,208,219.1,America/Indiana/Indianapolis
Valley Home,Valley Home,CA,California,Stanislaus,37.8272,-120.9143,208,69.9,America/Los_Angeles
Aristes,Aristes,PA,Pennsylvania,Columbia,40.8156,-76.3395,208,153.9,America/New_York
Country Club Heights,Country Club Heights,IN,Indiana,Madison,40.1244,-85.6878,208,143.6,America/Indiana/Indianapolis
Elliston,Elliston,MT,Montana,Powell,46.5587,-112.4639,208,9.9,America/Denver
Jet,Jet,OK,Oklahoma,Alfalfa,36.6665,-98.1815,208,45.0,America/Chicago
Princeton,Princeton,KS,Kansas,Franklin,38.4874,-95.2698,208,206.3,America/Chicago
Bartow,Bartow,GA,Georgia,Jefferson,32.8816,-82.4712,208,71.1,America/New_York
Bridgeport,Bridgeport,NJ,New Jersey,Gloucester,39.8009,-75.3468,208,235.7,America/New_York
Barrera,Barrera,TX,Texas,Starr,26.3925,-98.8985,208,509.6,America/Chicago
Everglades,Everglades,FL,Florida,Collier,25.858,-81.3862,208,87.7,America/New_York
Nanwalek,Nanwalek,AK,Alaska,Kenai Peninsula,59.3303,-151.9111,208,9.6,America/Anchorage
Paradise Valley,Paradise Valley,NV,Nevada,Humboldt,41.4937,-117.547,208,23.5,America/Los_Angeles
New Baltimore,New Baltimore,NY,New York,Greene,42.4489,-73.7941,208,45.7,America/New_York
Barnesville,Barnesville,MD,Maryland,Montgomery,39.2212,-77.3799,207,163.5,America/New_York
Owendale,Owendale,MI,Michigan,Huron,43.7273,-83.2671,207,107.5,America/Detroit
Dry Creek,Dry Creek,OK,Oklahoma,Cherokee,35.7275,-94.8704,207,9.2,America/Chicago
Schneider,Schneider,IN,Indiana,Lake,41.1921,-87.4454,207,92.9,America/Chicago
Defiance,Defiance,IA,Iowa,Shelby,41.8253,-95.3403,207,130.4,America/Chicago
Frederika,Frederika,IA,Iowa,Bremer,42.8837,-92.306,207,75.3,America/Chicago
Newport Center,Newport Center,VT,Vermont,Orleans,44.9527,-72.3065,207,202.9,America/New_York
Cainsville,Cainsville,MO,Missouri,Harrison,40.4398,-93.7747,207,58.3,America/Chicago
Diamond Bluff,Diamond Bluff,WI,Wisconsin,Pierce,44.6489,-92.6189,207,45.8,America/Chicago
Nesbitt,Nesbitt,TX,Texas,Harrison,32.5886,-94.4469,207,45.8,America/Chicago
Rippey,Rippey,IA,Iowa,Greene,41.9339,-94.2007,207,92.3,America/Chicago
Modale,Modale,IA,Iowa,Harrison,41.6182,-96.0121,207,76.8,America/Chicago
Northport,Northport,WA,Washington,Stevens,48.9158,-117.7797,207,141.1,America/Los_Angeles
Gilliam,Gilliam,MO,Missouri,Saline,39.2327,-93.0041,207,152.1,America/Chicago
Seldovia Village,Seldovia Village,AK,Alaska,Kenai Peninsula,59.453,-151.5905,207,4.4,America/Anchorage
Manuel Garcia,Manuel Garcia,TX,Texas,Starr,26.3337,-98.7017,207,185.0,America/Chicago
Iona,Iona,MN,Minnesota,Murray,43.9148,-95.7857,207,146.6,America/Chicago
Flasher,Flasher,ND,North Dakota,Morton,46.4521,-101.2324,207,125.2,America/North_Dakota/New_Salem
Jamestown,Jamestown,KS,Kansas,Cloud,39.5996,-97.8613,207,261.1,America/Chicago
Juliustown,Juliustown,NJ,New Jersey,Burlington,40.0121,-74.6715,207,67.1,America/New_York
Bradley,Bradley,SC,South Carolina,Greenwood,34.0391,-82.2435,207,10.2,America/New_York
Rockport,Rockport,KY,Kentucky,Ohio,37.3359,-86.991,207,115.1,America/Chicago
Landingville,Landingville,PA,Pennsylvania,Schuylkill,40.6256,-76.1235,207,93.1,America/New_York
Millerton,Millerton,OK,Oklahoma,McCurtain,33.9857,-95.0196,207,49.4,America/Chicago
Winifred,Winifred,MT,Montana,Fergus,47.5621,-109.3773,207,152.6,America/Denver
Indianola,Indianola,IL,Illinois,Vermilion,39.927,-87.7402,207,205.8,America/Chicago
Meadow Grove,Meadow Grove,NE,Nebraska,Madison,42.029,-97.7361,207,350.3,America/Chicago
Wakarusa,Wakarusa,KS,Kansas,Shawnee,38.8911,-95.6999,207,16.1,America/Chicago
Mizpah,Mizpah,NJ,New Jersey,Atlantic,39.4814,-74.8385,207,49.0,America/New_York
Dames Quarter,Dames Quarter,MD,Maryland,Somerset,38.1697,-75.8895,207,6.7,America/New_York
Emerald Beach,Emerald Beach,MO,Missouri,Barry,36.5755,-93.6711,207,111.6,America/Chicago
Silver Plume,Silver Plume,CO,Colorado,Clear Creek,39.6957,-105.7264,206,146.2,America/Denver
New Lebanon,New Lebanon,IN,Indiana,Sullivan,39.0409,-87.4711,206,43.4,America/Indiana/Indianapolis
Knottsville,Knottsville,KY,Kentucky,Daviess,37.7726,-86.9064,206,114.9,America/Chicago
Wadena,Wadena,IA,Iowa,Fayette,42.8397,-91.6594,206,105.8,America/Chicago
Coral,Coral,PA,Pennsylvania,Indiana,40.502,-79.1746,206,646.9,America/New_York
Eden,Eden,SD,South Dakota,Marshall,45.6168,-97.4196,206,26.5,America/Chicago
Dilley,Dilley,OR,Oregon,Washington,45.4917,-123.1222,206,106.3,America/Los_Angeles
Harding-Birch Lakes,Harding-Birch Lakes,AK,Alaska,Fairbanks North Star,64.3711,-146.5999,206,0.4,America/Anchorage
Mesic,Mesic,NC,North Carolina,Pamlico,35.2034,-76.645,206,77.0,America/New_York
Tulare,Tulare,SD,South Dakota,Spink,44.7382,-98.5089,206,125.9,America/Chicago
Bemus Point,Bemus Point,NY,New York,Chautauqua,42.1631,-79.3896,206,189.7,America/New_York
Vance,Vance,SC,South Carolina,Orangeburg,33.4365,-80.4201,206,156.8,America/New_York
Conception,Conception,MO,Missouri,Nodaway,40.2411,-94.6805,206,106.1,America/Chicago
Sebastopol,Sebastopol,MS,Mississippi,Scott,32.5679,-89.334,206,50.8,America/Chicago
Zoar,Zoar,OH,Ohio,Tuscarawas,40.6134,-81.4232,206,138.1,America/New_York
Broadwell,Broadwell,IL,Illinois,Logan,40.0668,-89.4429,206,43.7,America/Chicago
Kingston,Kingston,MN,Minnesota,Meeker,45.1959,-94.311,206,143.6,America/Chicago
Bentonville,Bentonville,OH,Ohio,Adams,38.7455,-83.6103,206,45.8,America/New_York
Marcus,Marcus,WA,Washington,Stevens,48.6642,-118.0596,206,173.2,America/Los_Angeles
Dennis,Dennis,OK,Oklahoma,Delaware,36.5433,-94.8693,206,17.6,America/Chicago
Elmo,Elmo,MO,Missouri,Nodaway,40.5187,-95.117,206,117.6,America/Chicago
Wamsutter,Wamsutter,WY,Wyoming,Sweetwater,41.668,-107.9792,206,48.9,America/Denver
West Leipsic,West Leipsic,OH,Ohio,Putnam,41.1053,-84.0011,206,152.2,America/New_York
Center Ridge,Center Ridge,AR,Arkansas,Conway,35.3796,-92.5694,206,8.4,America/Chicago
Sand Pillow,Sand Pillow,WI,Wisconsin,Jackson,44.3313,-90.7637,206,131.6,America/Chicago
Fleischmanns,Fleischmanns,NY,New York,Delaware,42.1552,-74.5335,205,120.8,America/New_York
Henderson,Henderson,IA,Iowa,Mills,41.1399,-95.4302,205,237.0,America/Chicago
Coahoma,Coahoma,MS,Mississippi,Coahoma,34.3664,-90.522,205,185.4,America/Chicago
Echo,Echo,MN,Minnesota,Yellow Medicine,44.6177,-95.4139,205,209.6,America/Chicago
Deering,Deering,AK,Alaska,Northwest Arctic,66.0722,-162.7435,205,15.8,America/Nome
Hankins,Hankins,NY,New York,Sullivan,41.8214,-75.0804,205,57.7,America/New_York
Iroquois,Iroquois,IL,Illinois,Iroquois,40.8288,-87.5843,205,139.6,America/Chicago
Canaan,Canaan,IN,Indiana,Jefferson,38.8661,-85.2996,205,69.4,America/Indiana/Indianapolis
Mayersville,Mayersville,MS,Mississippi,Issaquena,32.8963,-91.0467,205,71.9,America/Chicago
Norton,Norton,WV,West Virginia,Randolph,38.9316,-79.9692,205,136.8,America/New_York
Mountain Meadows,Mountain Meadows,CO,Colorado,Boulder,40.027,-105.3832,205,45.9,America/Denver
Little York,Little York,IN,Indiana,Washington,38.6993,-85.9045,205,80.8,America/Indiana/Indianapolis
Golovin,Golovin,AK,Alaska,Nome,64.564,-162.9989,205,19.1,America/Nome
Hamilton,Hamilton,KS,Kansas,Greenwood,37.9805,-96.1638,205,248.8,America/Chicago
Creswell,Creswell,NC,North Carolina,Washington,35.8743,-76.4031,205,139.9,America/New_York
Manley,Manley,NE,Nebraska,Cass,40.9184,-96.1658,205,194.0,America/Chicago
Clay Springs,Clay Springs,AZ,Arizona,Navajo,34.3593,-110.3044,205,27.8,America/Phoenix
Bonney,Bonney,TX,Texas,Brazoria,29.3013,-95.4508,205,40.4,America/Chicago
Farmington,Farmington,KY,Kentucky,Graves,36.6691,-88.5276,205,51.6,America/Chicago
Fairview,Fairview,KY,Kentucky,Christian,36.8426,-87.3055,205,65.6,America/Chicago
Brookville,Brookville,KS,Kansas,Saline,38.7736,-97.8645,205,137.6,America/Chicago
Tamaha,Tamaha,OK,Oklahoma,Haskell,35.4057,-95.0178,205,12.3,America/Chicago
Pine Flat,Pine Flat,CA,California,Tulare,35.8746,-118.6428,205,79.2,America/Los_Angeles
Berrydale,Berrydale,FL,Florida,Santa Rosa,30.8982,-87.035,205,9.2,America/Chicago
Horse Creek,Horse Creek,SD,South Dakota,Mellette,43.533,-100.7419,205,83.3,America/Chicago
Rhododendron,Rhododendron,OR,Oregon,Clackamas,45.3149,-121.8887,205,20.3,America/Los_Angeles
Fly Creek,Fly Creek,NY,New York,Otsego,42.7191,-74.9848,205,48.1,America/New_York
Dewy Rose,Dewy Rose,GA,Georgia,Elbert,34.1681,-82.9395,205,47.4,America/New_York
Mendon,Mendon,MO,Missouri,Chariton,39.5907,-93.1337,204,106.1,America/Chicago
North Henderson,North Henderson,IL,Illinois,Mercer,41.0904,-90.4748,204,120.2,America/Chicago
Westboro,Westboro,WI,Wisconsin,Taylor,45.3608,-90.2934,204,42.7,America/Chicago
West Sunbury,West Sunbury,PA,Pennsylvania,Butler,41.0061,-79.8965,204,288.6,America/New_York
Elizabeth,Elizabeth,MS,Mississippi,Washington,33.4271,-90.8808,204,83.5,America/Chicago
Weinert,Weinert,TX,Texas,Haskell,33.3234,-99.6736,204,163.0,America/Chicago
Decker,Decker,IN,Indiana,Knox,38.5184,-87.524,204,284.2,America/Indiana/Vincennes
White Lake,White Lake,WI,Wisconsin,Langlade,45.1617,-88.7704,204,37.5,America/Chicago
Lincolnville,Lincolnville,KS,Kansas,Marion,38.4943,-96.9613,204,185.4,America/Chicago
Farner,Farner,TN,Tennessee,Polk,35.1543,-84.3191,204,53.9,America/New_York
Vandemere,Vandemere,NC,North Carolina,Pamlico,35.1887,-76.665,204,51.7,America/New_York
Hathaway Pines,Hathaway Pines,CA,California,Calaveras,38.1919,-120.3655,204,65.4,America/Los_Angeles
Flor del Rio,Flor del Rio,TX,Texas,Starr,26.4013,-98.9015,204,313.1,America/Chicago
Fitzhugh,Fitzhugh,OK,Oklahoma,Pontotoc,34.6582,-96.7665,204,10.5,America/Chicago
Harvey,Harvey,IA,Iowa,Marion,41.3179,-92.9227,204,116.3,America/Chicago
Moore,Moore,MT,Montana,Fergus,46.975,-109.6949,204,109.3,America/Denver
Whitmore,Whitmore,CA,California,Shasta,40.6149,-121.9355,204,12.1,America/Los_Angeles
Hambleton,Hambleton,WV,West Virginia,Tucker,39.0815,-79.6455,204,288.0,America/New_York
Bowles,Bowles,CA,California,Fresno,36.6089,-119.7526,204,29.2,America/Los_Angeles
Westdale,Westdale,TX,Texas,Jim Wells,27.9657,-97.9937,204,19.6,America/Chicago
Hecla,Hecla,SD,South Dakota,Brown,45.8822,-98.152,204,158.5,America/Chicago
Saint Anthony,Saint Anthony,IN,Indiana,Dubois,38.3145,-86.8267,204,158.4,America/Indiana/Vincennes
Monson,Monson,CA,California,Tulare,36.4924,-119.336,204,295.6,America/Los_Angeles
Wellington,Wellington,IL,Illinois,Iroquois,40.5411,-87.6799,204,300.8,America/Chicago
Fairview Beach,Fairview Beach,VA,Virginia,King George,38.3282,-77.2424,204,720.3,America/New_York
Huckabay,Huckabay,TX,Texas,Erath,32.3486,-98.2971,204,23.5,America/Chicago
Campo Verde,Campo Verde,TX,Texas,Starr,26.3916,-98.914,204,288.0,America/Chicago
Cats Bridge,Cats Bridge,VA,Virginia,Accomack,37.5491,-75.7797,204,24.8,America/New_York
Hartstown,Hartstown,PA,Pennsylvania,Crawford,41.5512,-80.3822,203,91.5,America/New_York
Gibson Flats,Gibson Flats,MT,Montana,Cascade,47.464,-111.2404,203,23.5,America/Denver
Blackwater,Blackwater,MO,Missouri,Cooper,38.9793,-92.992,203,171.4,America/Chicago
Summitville,Summitville,OH,Ohio,Columbiana,40.6759,-80.8876,203,84.8,America/New_York
Tenstrike,Tenstrike,MN,Minnesota,Beltrami,47.6603,-94.6843,203,23.7,America/Chicago
Rockville,Rockville,MO,Missouri,Bates,38.0712,-94.0804,203,180.1,America/Chicago
Chula Vista,Chula Vista,TX,Texas,Cameron,26.0739,-97.4397,203,277.2,America/Chicago
Eureka,Eureka,NC,North Carolina,Wayne,35.5414,-77.8763,203,122.7,America/New_York
Haywood City,Haywood City,MO,Missouri,Scott,37.0117,-89.6003,203,183.3,America/Chicago
Hanksville,Hanksville,UT,Utah,Wayne,38.3724,-110.7138,203,46.5,America/Denver
Woodloch,Woodloch,TX,Texas,Montgomery,30.2173,-95.4132,203,322.0,America/Chicago
Melvin,Melvin,MI,Michigan,Sanilac,43.1864,-82.8617,203,80.7,America/Detroit
Barclay,Barclay,MD,Maryland,Queen Anne's,39.1451,-75.8655,203,198.1,America/New_York
Alvord,Alvord,IA,Iowa,Lyon,43.3417,-96.3037,203,135.7,America/Chicago
Newry,Newry,PA,Pennsylvania,Blair,40.3933,-78.4357,203,471.2,America/New_York
Old River,Old River,CA,California,Kern,35.2671,-119.1055,203,79.6,America/Los_Angeles
Jackson Springs,Jackson Springs,NC,North Carolina,Moore,35.2127,-79.6297,203,49.1,America/New_York
Kennedyville,Kennedyville,MD,Maryland,Kent,39.3032,-75.9949,203,153.3,America/New_York
Brandonville,Brandonville,PA,Pennsylvania,Schuylkill,40.8601,-76.1689,203,55.9,America/New_York
El Moro,El Moro,CO,Colorado,Las Animas,37.2349,-104.4491,203,7.1,America/Denver
Russian Mission,Russian Mission,AK,Alaska,Kusilvak,61.7825,-161.3567,202,14.5,America/Anchorage
Fowlerton,Fowlerton,IN,Indiana,Grant,40.4096,-85.5728,202,270.8,America/Indiana/Indianapolis
Burlington,Burlington,OK,Oklahoma,Alfalfa,36.9001,-98.4235,202,86.4,America/Chicago
Mass City,Mass City,MI,Michigan,Ontonagon,46.7616,-89.0849,202,144.9,America/Detroit
Maysville,Maysville,IA,Iowa,Scott,41.6497,-90.7184,202,99.1,America/Chicago
Lolita,Lolita,TX,Texas,Jackson,28.8326,-96.5388,202,30.4,America/Chicago
Yeoman,Yeoman,IN,Indiana,Carroll,40.6677,-86.7238,202,129.1,America/Indiana/Indianapolis
Northway,Northway,AK,Alaska,Southeast Fairbanks,62.9709,-141.6173,202,0.5,America/Anchorage
Bryceland,Bryceland,LA,Louisiana,Bienville,32.4485,-92.9924,202,33.4,America/Chicago
Lebeau,Lebeau,LA,Louisiana,St. Landry,30.7313,-91.9771,202,21.0,America/Chicago
Conconully,Conconully,WA,Washington,Okanogan,48.5586,-119.7521,202,148.8,America/Los_Angeles
Gwynneville,Gwynneville,IN,Indiana,Shelby,39.6609,-85.648,202,181.7,America/Indiana/Indianapolis
Arkabutla,Arkabutla,MS,Mississippi,Tate,34.7003,-90.1216,202,19.3,America/Chicago
Jamaica,Jamaica,IA,Iowa,Guthrie,41.8454,-94.307,202,225.7,America/Chicago
Middle Village,Middle Village,WI,Wisconsin,Menominee,44.9347,-88.7334,202,12.8,America/Chicago
Vickery,Vickery,OH,Ohio,Sandusky,41.3769,-82.9415,202,184.6,America/New_York
Baskerville,Baskerville,VA,Virginia,Mecklenburg,36.6844,-78.2732,202,36.4,America/New_York
Norcatur,Norcatur,KS,Kansas,Decatur,39.8347,-100.1888,202,78.3,America/Chicago
Wing,Wing,ND,North Dakota,Burleigh,47.1423,-100.2823,202,122.2,America/Chicago
Nikolaevsk,Nikolaevsk,AK,Alaska,Kenai Peninsula,59.8295,-151.5964,202,2.2,America/Anchorage
Bremen,Bremen,KS,Kansas,Marshall,39.8965,-96.7948,202,46.1,America/Chicago
Stoy,Stoy,IL,Illinois,Crawford,38.9968,-87.8336,201,83.2,America/Chicago
